text,task_1
@trestiffer lil b already to puff for the hoes,HOF
Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy,NOT
@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;,NOT
"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge.",NOT
Whops @_JAMAICAJONES yardie. Go smoke a blunt and tell a nigga to come through. You are stressed,HOF
RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86,NOT
Silly bitch shit never sleeps huh..,HOF
"under my windoowww &#8220;@brettcanfly: Bleaching your teeth, smiling flash, talking trash, under your breath&#8221;",NOT
"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4",NOT
got ah tight schedule... fuck ur bitch just met her!!!,HOF
@jstewcoolcat fag lol,HOF
"@kay_reneaa trust me, after i tweeted that i was like... Damn im a fag",HOF
Trailor trash tina time &#128556;,NOT
"I don't care if you're Gay, yeent bout to me calling me ""bitch"" and ""fish"" and thinking shit is sweet. I don't even like girls doing that.",HOF
"You boil my blood, just how spoilt and how much ae an arrogant bitch you are. If u try to show off I'll flip nd most likely go nuts #ohwell",HOF
"RT @weakenednachos: last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his rea&#8230;",NOT
"We just chasing O's round here. We ain't chasing hoes round here 
&#128176;&#128181;. &#127939;&#128168; &#128581;",HOF
I'll quit being a bitch when you quit being a fake friend. &#128077;&#9996;&#65039;,HOF
@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,HOF
Baseball isn't the same without the Yankees in the playoffs &amp; basketball isn't the same without the Lakers in em.,NOT
"RT @Savage_Glam: Idk if @IGGYAZALEA is really a man, but she surely is a trash rapper.",NOT
"Calling out teabaggers, conservatives on their BS: http://t.co/l8Qx8RMjrG via @YouTube",NOT
So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP,NOT
"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!""",NOT
"cleaned all the bird nests out of the downspouts and ready for more rain, the baby birds are out now. respect the birds.....and bees (:",NOT
Lmaoooooooo RT @Chollie_Grapes: Dumped the shyt outta me. Fuck wrong with her. I'm perfect like angel pussy,HOF
"RT @natedavvg: grab her booty in front of niggas that want her

grab her booty in front of bitches that want you",HOF
Lmao redskins turnin up,NOT
Only white trash would call slants and hindis and moslems their equals.,HOF
@Mike_Stud so is my pussy,HOF
@AsapTwelvyy bruh bruh that bitch ain't loyal !,HOF
"RT @Garin: ""A day without laughter is a day wasted."" 

~Charlie Chaplin",NOT
"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7",HOF
@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...,NOT
"RT @Yankees: Gardy goes yardy again! He leads off the game with a HR for the second straight night, and it's 1-0 #Yankees!",NOT
RT @OTBVA: mook gon wi 3-0 but this battle is bad,NOT
"Dear Von Miller, Karmas a bitch.",HOF
RT @SpacePlankton: Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.,NOT
My baby guinea pig is so cute #Adorable,NOT
RT @mmpfeiI: fuck your gpa bitch im a lot smarter than you,HOF
Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!,NOT
@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now,HOF
This is true... RT @Mr_QuenchYaGirl: Charlie Clips the coldest battle rapper doing it. No debating!!!,NOT
"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http://t.co/VeqZF9IK6Q",HOF
@DoubleAIV just watch bitch nigga u gonna want the whole team dead,HOF
"RT @SaveNoHoes: this nigga Kanye looking at his ice cream like ""hoe ass ice cream you aint as cold as Kanye"" http://t.co/Z3P8sXQtT3",HOF
I don't blame Crash for not sharing with you @geoffsheen760 you'll probably talk trash about it like you do food trucks #GeoffHatesPuppies,NOT
"RT @milesfan79: #fridayfaves RT @OneBillionBucks This bitch is dressed for church, the club, the gym, and to slay vampires &#128514; http://t.co/l7&#8230;",HOF
Homework and boonies date with Caitlin tonight&gt;&gt;,NOT
RT @ChiefKeef: Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit.,HOF
@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,NOT
@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-),NOT
This music is trash,NOT
"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit",HOF
"She is not a ""whore"" she a ho",HOF
RT @TalibKweli: Do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside? I choose truth&#8230;,NOT
So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,NOT
Lmaoo tony spanked it maaad times to that bitch voice,HOF
"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections.",NOT
RT @MadeaDonPlay: Call da po po hoe.,HOF
@zach_smith98 @kieffer_jason bitch stfu and get off my page,HOF
"RT @GuyCodes: Scientists recently discovered that bitches, do in fact, be trippin'.",HOF
Gov. Rick Scott Kicks Charlie Crist&#8217;s Ass http://t.co/x6kOQsVCUa,HOF
Lima fears change but yet wants to bitch about how much it sucks &#128529;,HOF
@KazAtta your welcome my nig #salute,HOF
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",NOT
@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;,HOF
@zhandlen I love WHITE NOISE and love Delillo. I&#8217;ve resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.,NOT
RT @TiredOfTyranny: Jihadi Work Accident: Seven Taliban Fighters Including Top Commander Killed When Roadside Bombs Detonate Prematurely&#8230; h&#8230;,NOT
"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",NOT
RT @Rock76_: @1waynostra we just trying flip an ounce to a P in dis bitch!!! im still out school bro next week im out dere doe,HOF
@justinclark_5 oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao,HOF
Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby,HOF
RT @sluggernation: The P72 Derek Jeter used to hit the walk-off single in his final @Yankee Stadium at-bat. (Images via @mlb_authentic) htt&#8230;,NOT
JJ Watt was on his grown man shit all night.. Now let's get it #Yankees,HOF
"&#8220;@Yankees: #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;
THE BAMBINO IS WATCHING!",NOT
Niggas are funny. &amp; karma is a bitch. Good morning .,HOF
I'm Hun-gry,NOT
Ive got the best friends a functioning retard could have.,HOF
"pussy,money,weed all a nigga need",HOF
bunch of pussies,HOF
That pussy crying for help,HOF
@whits_20 @AjalaPilgrim Yankee? &#128530;,NOT
"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",NOT
GA Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,NOT
Lmaoo RT @IMCoolLike_That: Stfu..who are u to prefer what a woman wears on her feet bitch RT @80sbaby4life: I hate bitches that wear wedges,HOF
Did la mulatta just refer to herself as a darkie? @thejournalista @huny @gwarbucks @tygress,HOF
"RT @metroadlib: don't ever be afraid to double bitch down.
ppl always expect you to be like, ""i'm sorry if i got loud."" or, ""i'm sorry to s&#8230;",HOF
RT @iBChrisMoses: that bitch Lebron counted to like 6 he ain&#8217;t eem give Miami 6 yrs &#128514;&#128514;&#128514;,HOF
RT @titaaaR15: Dumb bitch,HOF
RT @k_ree2: &#8220;@Trentdamanz: These hoes are loyal&#8221; plot twist,HOF
bad bitch from lansing....she could be a model...shes a model...,HOF
&#8220;@hoppk92: @WCCORosen Sick of all the trash talk and cocky attitudes. #shutupandplay&#8221; Refs have to take control when needed,NOT
RT @murdcr: @sorryimalex @dollskill buy the girl stuff you twink ass bitch,HOF
RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0,NOT
@mkkberger juss the way she stands screams bitch! Lmao @mlwberger @bigbergerc,HOF
RT @Ilovebamf: Like no bitch you didn't make the cut.&#128075;&#128129;,HOF
"RT @Sydhinton922: If your boy breaks up with you and has a new girlfriend a couple days later, then there was something you didn't know abo&#8230;",NOT
@Yankees and we all fell asleep @Frizzle18,NOT
@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.,HOF
"@Liveitupjersey @ccass357 don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE! 
Go back to watching BARNEY!",NOT
Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,NOT
@Pnolia_jay shut up bitch nigga,HOF
I got 99 problems but a bitch ain't 1!,HOF
@walterthecat121 @GalliumRBLX how is it being colored blind?,NOT
A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.,NOT
And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way,HOF
@lovenati after a 2 day bitch fest maybe,HOF
@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!,NOT
Ole girl really told me she doesn't care if her boyfriend has hoes. This is what's wrong with our generation.,HOF
90% of niggas goofy and act like bitches,HOF
"RT @Realistt__: &#128525; &#8220;@Squirtology: Crazy things about the pussy that you should know &#128520;&#128520;

Make sure u know &#128073;&#128073; http://t.co/xOO7AjnD8y &#128072;&#128072; http:/&#8230;",HOF
RT @Wyeisha_Davis: Idc I still watch two &amp; a half men . Well the old one with Charlie,NOT
RT @HipHopIsDeaddd: Cowboys trash again.The NFL is bike to normal,NOT
"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",NOT
RT @SpacePlankton: This monkey on my back keeps smearing poop in my hair.,NOT
@Anotherpotheadd lucky monkey,NOT
RT @BlackNerdJade: RT @Parkour_Lewis: *Last 5 hours RT @the_blueprint the last hour and a half of work trash just for existing.,NOT
Those my v necks now ho,HOF
That was trash. I'm just gonna put my phone down. Goodnight,NOT
RT @Loyalboy_brown: Unt really fucking suck this year... Smh how did they get right back to trash in one season,HOF
@BigfineHorseee she gone eat that bitch,HOF
I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,NOT
RT @TravelNevada: Great story of what it's REALLY like to be a camel jockey at the Camel Races in @VirginiaCity http://t.co/X02xMAVEqU #Tra&#8230;,NOT
RT @LakersTV: VIDEO: @kobebryant on talking trash while facing @NickSwagyPYoung during today&#8217;s scrimmage &#8211; http://t.co/3njZFytc1R http://t.&#8230;,NOT
somebody take these Oreos away from me before I eat the whole pack,NOT
Only in my hick town can you walk into a national sports bar and get Busch light in a can. SMH,NOT
My flow retarded &#128526;,NOT
RT @ClutchLikeMJ: Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;,NOT
"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?",NOT
I like Rivers he talks a lot of trash you can tell he loves the game,NOT
"RT @Nachumlist: Charlie Rangel: &#180;The Things We
Believe in Are Spiritual Damn Things&#180; http://t.co/NwgiJ1mjia",NOT
"RT @WindPushedGrass: ""This bitch is just dead weight""

- Pallbearers",HOF
RT @Lrihendry: Pregnant S.E. Cupp&#8217;s classic response to &#8216;liberal dem&#8217; who calls her &#8216;chunky&#8217; &#8211; with bonus tweets http://t.co/U8nlYWEfiO via&#8230;,NOT
"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included",NOT
@jkfldghi @Huntermoore long tittie no nipple havin ass bitch,HOF
@M_A_Larson @SteveStreza You're saying zebras are goth?,NOT
"@Victoria_Star1 haha..monkey feet,i like it..but 4 real,feet are magical on a back..it smoothes every nook and cranny of tightness ;}",NOT
&#8220;@connycarvajal_: Why u can't just love?&#8221; Because we don't love these hoes,HOF
"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",NOT
"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7",NOT
Naked bitches give me bubble baths,HOF
This. Good. #pricklypear #shiner http://t.co/clfJKT4IZ4,NOT
Thou shall not mock Ryan(the future)Kelly,NOT
"Because if nobody was judging the birds, this account wouldn't even cause a ripple in d ocean",NOT
"So, about this flappy bird game then.",NOT
"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",HOF
hoes get beat 2... n if any nigga knw me dey ah tell u I stay wit ah pistol n always ready to squeeze,HOF
"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that",NOT
RT @CraziestSex: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,HOF
so whatcha say hoe you know im the hoe,HOF
RT @DameStr8Cash: @JaeTips I know that's trash,NOT
@dchestnut26 don't shake your head at me. I just love to trash talk.,NOT
@I_GotOne you look like flappy bird,NOT
"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc",NOT
"RT @paul_lander: Yesterday, the caged bird sang the blues. RIP #MayaAngelou.",NOT
@poak_ But then you have no idea what people's actually personalities are like maybe Pamaj has always been a cunt hahaha,HOF
@MadameCrystalB stop calling her a bitch *crystal voice*,HOF
@KodyMark1 go Yankees,NOT
is it ghetto to grease yo scalp at work,NOT
@DrunkAtChurch @MzYummyDread Slide up on a bad bitch/Dat bitch look good,HOF
so it turns out Hope Solo is one crazy bitch http://t.co/wlqnFDSX0a,HOF
WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A-10 Silences Taliban During Intense Night Time Firefight http://t.co/osAgQo567K,HOF
@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,NOT
these bitches act local and think global.....,HOF
Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf,HOF
@Matt_Schiffer @TCOBryce nah its bc I'm a bad bitch,HOF
@okoruoni You're trash.,HOF
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",NOT
"@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews",NOT
"Want to go get this brownie, I'm stuck doe.",NOT
"""don't let your side bitch settle in, I might have to headbutt you Evelyn""",HOF
@Tommayydoee bitch lol,HOF
Chris Brown get bitches bruh lmao,HOF
RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;,NOT
"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred.",NOT
RT @antglizzygg: Ain't Talk 2 My Mova N A Week First Thing She Say Is Where Shy An Benny &#128514;,NOT
Boy! &#128514;&#128514;&#128514; RT @jwill252: Some hoes be setting themselves up for failure shit be so funny!! I'm sleep tho &#128526;&#128526;&#128514;&#128514; http://t.co/aixoa7M7bT,HOF
@KingHorseDick bitch you know the lingo hoe lol,HOF
Damn...payback is a bitch,HOF
&#8220;@MeCause1mRae: A lot of you males need to dress up as real men for Halloween since y'all be acting like bitches all year.&#8221; &#128514;&#128588;,HOF
"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better!",NOT
@Dietrich1892 I'll show up and chug a beer or 8,NOT
@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?,HOF
RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;,NOT
RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;,NOT
"RT @SMACKHighAZ: ""Seton Catholic where their own students talk trash about how low of a division there football team is in.""",NOT
If I were a kid today...Michelle Obama's lunch would wind up in the trash can,NOT
Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,NOT
RT @BamberDelver: Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten @AcademieMm http://t.co/aoD&#8230;,HOF
@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,NOT
"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb.",NOT
yeah i got soul i was brought up by colored women.,HOF
Damn Charlie Wilson is still around?,NOT
RT @__sabrinaaaaa: the same hoes is still at it,HOF
"@NaiEpolag you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets.",HOF
"These nigs is haters man, and I've made myself so easy to luv",HOF
@Cuff_no_Slut cdfu bitch you fried,HOF
@Chancellor_IV naw Bryan said it was trash hotel so we're staying somewhere else,NOT
Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,NOT
&#8220;@SAVINGNOHOES: When she ask how imma eat her pussy https://t.co/6wVjrC3m1Q&#8221;&#128128;,HOF
I tld that hoe 2 wrongs dnt make a rite now she wanna sing,HOF
"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",HOF
"@Tom_Morehart @cjc_is_alive @JoshuaTyl0r 9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio.",NOT
"@TheClaireBear36 Don't like to trash talking either way. But to be fair, that's just on Twitter. I'm having a ball on texts.",NOT
My nicca @Elijahfnbaby swear he can see me in madden lol,NOT
I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,HOF
dblite works like a charm in OpenWrt Arduino Yun with full test coverage. The gyp version would rarely made in there https://t.co/4JRj1Ezc1S,NOT
Nah just yo hoe she just swung matter fact RT @iiAK: @_VinChi3 yu get hoes?!? &#128551;,HOF
@Fru_Iam I seen sum of it but I'm tryin see lox n mook,NOT
RT @kendramarie91: &#8220;@vngelinaa_: Tornado sirens.... Atleast I'll be dying with you guys @Xo_t33 @a_krizanovic @kendramarie91 &#128557;&#8221; and this ho&#8230;,NOT
"RT @amoz1939: drinking
to the last drop
washing teapot 
#haiku #mijikai",NOT
"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19",NOT
"@mesmart029 Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah.",NOT
.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?,NOT
@kieffer_jason mfka what ok bitch we going to see. Your a funny mother fucker,HOF
&#8220;@ImToBlame: Bruh RT @PriscoCBS: Trent took the yellow path http://t.co/1XxGuKtjp8&#8221;&#128514;&#128514;&#128514;&#128514;,NOT
"RT @ccobb1573: &#8220;@imFindDory: Can't spell slut without u, bitch.&#8221;",HOF
"RT @Sqaud9Rell: she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her? please, take a seat.",HOF
RT @BrandonTierney: Grinding! #Yankees,NOT
"@ginamariez im an ole bitch in Memphis,tn. and I think u rock also",HOF
RT @BrandonTweets__: Who else remembers these bitches http://t.co/MjrypfCjPd,HOF
RT @PowBlocks: @WaldoKillz3 @hidalgoparadise @D_41395 @olgadontshred lmao that hashtag had me dying princess hoe needs to get a Twitter lol,HOF
"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it.",NOT
Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45,HOF
"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.",NOT
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews,NOT
i have to be the taller older bitch,HOF
@TonyO97 fuck i look like shopping at that trash ass store,HOF
When you colored every day is Sunday,NOT
A nicca need a maid #Str8Up,HOF
ur trash! http://t.co/6KN7PzTgl8,HOF
I&#8217;ll gladly be a victim RT @MafiosoRo: Then im a felon RT @BIGOBUNDLES: A bitch over 200lbs riding ur face is attempted murder &#128555;&#128555;,HOF
"&#8220;@_Jiare: &#8220;@WB_Pooh_3x: Where the bitches at ,?? &#128064;&#8221; yeah where they at &#128064;&#8221; I don't know they probably at that Party &#128553;",HOF
RT @GoatIdeas: Oreo Frappuccino http://t.co/o3QJ8M1nFf,NOT
I was such a pussy back then lol like its crazy,HOF
"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",HOF
RT @TasteMyGayness: Sharing is not caring .... Back tf up bitch,HOF
RT @Miss_Missouri11: Insecurities are such a bitch.,HOF
Whoooooaaa no chill savage &#8220;@CantBeLocal: Here monkey monkey http://t.co/wmZ8s3j6iG&#8221;,NOT
Light skin niggah &#128514;,HOF
I don't believe in that frenemies shit who Wats to have a bitch like dat with u all the time,HOF
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s",NOT
Life be my bitch and that hoe move when I say so &#128175; http://t.co/ezO2QUqVhu,HOF
RT @SheswantstheD: Lmao how niggas be with the side hoe http://t.co/Y0sja0dyFM,HOF
@AlexisMota29 this niggah be lying &#128514;,HOF
Dafuq is floppy bird ?,NOT
RT @babiesdressup: What a silly little monkey &#128584; http://t.co/DMKLK4k147,NOT
&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey,HOF
@LaneBelgarde shut up bitch,HOF
@MirDinero ugly bitch cdfu http://t.co/dOkzmu8i0F,HOF
RT @random_shxt: need my dick sucked..fuck 1 bitch I need &#9996;&#65039; sluts,HOF
"In the past week, both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt",HOF
RT @LifeNewsHQ: BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist http://t.co/GpR1hQlEN2 #tcot http:&#8230;,NOT
"@LinzBella 
You date colored men?",NOT
It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!,NOT
@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps,NOT
Delusional #teabagger thinks he can stop #gay marriage in #Wisconsin http://t.co/Sp6o6vOyDw #lgbt #teaparty #gaymarriage #ssm,NOT
Citi field bitches http://t.co/gHxXmb3M,HOF
"Classy rich family kids doing drugs and tryina be all ghetto and shit,while actual ghetto poor kids looking for education to get outta there",HOF
All people do in my house is bitch,HOF
RT @donnyoraha: Dont fucks with u hoe,HOF
"Hoes gon' be hoes, let them be.",HOF
RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO,NOT
"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",NOT
@CaptElliott NFN you bitch to much.,HOF
"RT @Yankees: Congratulations Ichiro! That leadoff base hit in the 8th is hit No. 2,800 in his @MLB career!",NOT
RT @anticvlum: Lol I'm litetally just a walking trash can,NOT
@_EB_Games @BigBBrown Fuck all you hoes. lol,HOF
"RT @hollyrpeete: #FarewellCaptain ""@espn: What a way for Derek Jeter to close his Yankee Stadium career.""",NOT
85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT,NOT
No more hoes n oz,HOF
"I'm a redneck, but without the homophobia and racism",NOT
RT @RakwonOGOD: Rare pic of trash posing with trash http://t.co/usGIAZSDWv,HOF
RT @samknight1: @EliLake @saletan @JeffreyGoldberg Yeah I know it's Jeff's book. The one where he admits to beating prisoners and lying abo&#8230;,NOT
"RT @TheOnlyReed: My daughter hate the Freddy Krueger mask I got at the crib, wheneva she act up, I put that bitch on for the NITE",HOF
RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;,NOT
"All that x rays, no wonder the bitch got two heads #AHSFreakShow",HOF
@wienerherzog Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet,NOT
RT @jpayneancap: @A_M_Perez @sybilll @DianneWing2 @velvethammer @MyLibertyMyGun @sdalexander11 @Aoakleyc I bet she's a New York Yankee prog&#8230;,NOT
Swear to god man niggas talk more than bitches these days,HOF
Just a young niggah wit a promised future. @CaseyVeggies,HOF
Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE,NOT
"E250 5.4 motor and tranny

I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V",NOT
@Zwaaad fag,HOF
The Wayans bros is the most retarded show ever.,NOT
"RT @beauty_briii: One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",NOT
@neeishaaa one thing about it baby I will NEVER Call a bitch phone bout a nigga. Ion know what app somebody playing with but it AINT ME,HOF
"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB",NOT
Ihate them mad bitches where the glad ones at?,HOF
&#8220;@taylorsimonee_: I tend to have more sense that bitches older than me. That's sad.&#8221;,HOF
I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;,HOF
".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?",NOT
@princessfaggit cry bitch,HOF
"RT @LMAOAtBASICS: Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king &#128553;&#128553;",HOF
"@Krbfarms @Cornfrmr Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie",NOT
"Fight me you tubby bitch ""@JoseCanseco: I'll fight anyone&#8221;",HOF
If she wears these to dinner then she's paying for her own food because Im treating that bitch like a stranger..... http://t.co/Pm5AA6PlW0,HOF
RT @SteffyBallin: i hate when people ask &#8220;who you tryna look good for?!&#8221; bitch myself bye,HOF
o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.,NOT
"Hear the birds on the summer breeze, I drive fast",NOT
RT @karlos_budah: I kno this bitch a thot she wanna meet my momma now,HOF
"RT @JayonnaZarate: She my Lowkey bitch, the one I ride Lowkey with.",HOF
#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,NOT
"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",NOT
I'd rather follow some girls on Instagram rather than have their bird brain tweets on my tl,NOT
