text,task_1
"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",HOF
"RT @hollyrpeete: #FarewellCaptain ""@espn: What a way for Derek Jeter to close his Yankee Stadium career.""",NOT
RT @Sttbs73: I see the crazy #teabaggers have given up on defunding Obamacare and have moved on to using veterans! #1MVetMarch,NOT
Johnathan Martin is a straight up pussy. #ManUp,HOF
@L20music @SALUTEmyRainbow @iHeartMe_LOTS ; My ass just won't be on that hoe!,HOF
"RT @exjon: Before covering up #IRS misdeeds, creepy little leprechaun John Koskinen cooked the books for Teamsters &amp; Freddie Mac http://t.c&#8230;",HOF
I'm a VIPPERloid bitch:P http://t.co/tl2nfXoRSu,HOF
@lilmenifee__ ohh bitch i gotta go fck with my girl my second lil family frfr,HOF
Friday is gunna be my bitch,HOF
Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.,NOT
"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down.",HOF
RT @WWECrowe: #JerrySpringer on #RAW ...... The white trash side of me is applauding @WWE,HOF
Lmaoo shut up hoe,HOF
Photo: Here some kimora boobies for you &#128139; &#128298; this is how unlock before I slice a bitch. #kimorablac... http://t.co/puKJtghIPB,HOF
@Dietrich1892 I'll show up and chug a beer or 8,NOT
RT @kxllcity_: why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch,HOF
RT @Princeeric11: #ReasonsIUnfollowedYou You unfollowed me first bitch,HOF
Shit where the gay bitches at ? Come be witcha girl tonight &#128527;&#128069;&#128166;&#128523;,HOF
I love when my mom goes to the grocery store until she gets home and I have to carry it all in. Then it sucks monkey nuts,HOF
RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots,HOF
RT @lilduval: This bitch is pregnant dancing her heart out for me and I'm on Instagram. I'm an asshole http://t.co/qOXkqByxHE,HOF
"&#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4&#8221;

Dis make colored folk happy",NOT
RT @JoeBudden: If I got hoes then I sure can&#8217;t find where I put them.. Lol,HOF
@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass,HOF
"Cancel that hoe! ""@SB_Nick: It ain't nothing to cut that b!tch off!""",HOF
I would love to give this bitch some act right juice lol,HOF
got like 4 hoes in my low pro,HOF
That long hair doesn't cover up your redneck,NOT
"""Hey pussy you still there?""",HOF
segment finally did it. NEVER again watching #teabagger propaganda in the morning on #msnbc again. @bpshow on #currenttv for me #morningjoe,NOT
"If I become president, everybody's on lockdown. I'm gonna run this bitch like a penitentiary.",HOF
Came home and found my cat sleeping on my pillow ;c I love that niggah.,HOF
@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,NOT
RT @Phuneas: Going as Candace for Halloween lmao ugly bitch,HOF
Omm this bitch dumb ass fuck,HOF
"Good lord, I never met a bitch like this before",HOF
"RT @bugattibeez: to u bitches who have upside down default pictures, die. nobody has time to flip they phone around to see if u even uglier&#8230;",HOF
I love all my bitches. And Im ridin for all my bitches no matter what.,HOF
RT @monnetteee: If you like After Romeo chances are I think you're a faggot.,HOF
"Real niggas treat me with respect and you're a pussy, nigga.",HOF
hungrier then a ho,HOF
"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!",HOF
"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",HOF
@pufntrees the bitch ass nigga I just called a bitch,HOF
@D_41395 cuz I was gunna smoke u out today. U a bitch tho,HOF
"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;",HOF
"RT @justicechrist: @ChillAssTweets_ @SimplySoulful when you sitting next ya girl and ya side bitch text you ""hey babe """,HOF
"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs...",HOF
Freshman year I remember like it was yesterday. I was lowkey plotting on the baddest bitch. But some clown ass nigguh swooped dat up lol,HOF
@harmon_lauren being a stupid bitch apparently.,HOF
"@Gertrude_Larue 
I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!",NOT
"RT @fart: i just found out that ""marehood"" is code for ""horse pussy"" #brony #mlp http://t.co/ycQTmM3lid",HOF
RT @PRAYINGFORHEAD: mmy nigga flavio said deuces hoe http://t.co/pcMVjQXmUZ,HOF
James is the biggest bitch in basketball i swear.. fuckin cramps seriously,HOF
RT @SumGurl07: So cute! :) RT @iTweetFacts: Shy bunny... http://t.co/z4u6NpORdz,NOT
"It doesn't just affect kids. It affects the faculty, the staff, that work at these schools that are queer.",HOF
U of A hoes w/ the booties hangin out,HOF
"RT @dopealbanian: I do know one thing tho, bitches they come &amp; go.",HOF
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #OldYoung | german milf getting young and old cock in her pussy http://t.co/kXhzjwG4Ii",HOF
90% of niggas goofy and act like bitches,HOF
"@raajanS holy fuck, frozen pussy! you are crazy!",HOF
"lol i liked that album RT @az5950: That ""Double Up"" Album was so trash son...smh",HOF
@LegoHeeadd I read that in his voice like a hoe&#128514;,HOF
lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash,HOF
@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva,HOF
I guess I just come off as a bitch to people &#128529;,HOF
"'i drowned in ur pussy so i swam 2ur BuT."" Easily the most eloquent message sent on Xbox Live.",HOF
Im a boogie ass niggahs to these fast hoes,HOF
RT @BigMac6374: I don't like the weather right now it's scaring me lol why is it yellow?,NOT
directions: let bird chill in sink for 30 minutesme: ok http://t.co/TxU9NMwQha,NOT
i reblogged them to mock her god bless,NOT
RT @AngelGuapo23: @wigga32 can't dm wigga cause I can't even get a follow back &#128528;,HOF
yeah these valley faggots can go fuck themselves,HOF
&#8220;@_Leyahhhh_: No one likes i n d i r e c t ass bitches.&#8221; &#128079;,HOF
"to me niggas cheat on they bad bitches bc they think they can get more bad bitches, that one girl will give em a big ass ego",HOF
"but I'd rather be a free man in my grave
than living as a puppet or a slave
but above those shit options bitch
would be free alive and rich",HOF
"When they bitch about ""carbon emissions"" tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere...",HOF
RT @bbrowne69: @AliciaAlexis209 @collegefession shut up bitch everyone's perfect the way they are.,HOF
@Oreo @NHL if u zoom in you can see his hairy nipples,HOF
"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",HOF
@DP4_6 bitch yu not safe! http://t.co/hInvxbUp31,HOF
Bullets stick to a nigguh damn liver,HOF
"Apparently, saying something nice to someone these days means you're trying to stick them with your poker. Get over yourselves bitches.",HOF
"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",HOF
RT @SnipersInPeril: @ShinSnipes happy birthday my little cotton picker,HOF
@mistaturk5 @DaUnfuqwitable1 nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat,HOF
"RT @igbanamibani: &#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/TSb0xljRNy&#8221;lol",HOF
I'm pretty sure I've never sat in the friend zone waiting for pussy. You gotta put your dick on the table and see what happens,HOF
My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing,HOF
I see ya big Boi in the Oreo V's,NOT
@BreadTruckkBri I know I was playing that hoe start on the 20 tho,HOF
Can really hold phone convos in my house with this trash ass service,HOF
Talk about me behind my back &#128534;I hate that pussy shit.,HOF
"@tdwp327 practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect.",NOT
RT @LeBronVuitton: Kill'lees hoes when I feel like it,HOF
RT @CraziestSex: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,HOF
"@reddroostermann &lt;- I poked this little pussy with a stick, and he curled up into a little ball like a pill bug. @fredseviltwin",HOF
Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via @ESPN Champ Drive http://t.co/Go1XTsuv6O,HOF
RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;,HOF
RT @kxngnandi: &#128175; I wish the bitch would . http://t.co/6Fm6UIgKdm,HOF
"That's okay minivan, you can run that red light, I'm sure your nail appointment is more important than my life. #bitch",HOF
Get your own picture bitch.,HOF
RT @InduZtriouZ_Neo: I am a strong believer that birds of a feather flock together,NOT
Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol,HOF
RT @ijustbeSinginn: I just wanna leave this bitch for a weekend,HOF
"I'm tryna face fuck kesha, you bitches bringin beef I'll get the lettuce n ketchup",HOF
That bitch a tha tha,HOF
Don't trust a bitch who's nail polish is chipping off.,HOF
"Eat her pussy when she mad
Eat her pussy when she sad
Eat her pussy when she sleep&#128564;
Eat her pussy when she horny
EAT HER PUSSY",HOF
RT @TrueDreadhead: Girls wanna hoe around and turn up but gone regret the shit afterwards.,HOF
@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,NOT
It only be y'all worthless bitches that be like that though,HOF
@Wimp_W_Diesel yu forgot we beat yall? Thats like a garbage man calling a janitor trash,NOT
hoes get beat 2... n if any nigga knw me dey ah tell u I stay wit ah pistol n always ready to squeeze,HOF
Why do some girls feel the need to be bitches for no reason at all,HOF
At least ima a faithful bitch &#128524;,HOF
"RT @Realistt__: &#128525; &#8220;@Squirtology: Crazy things about the pussy that you should know &#128520;&#128520;

Make sure u know &#128073;&#128073; http://t.co/xOO7AjnD8y &#128072;&#128072; http:/&#8230;",HOF
RT @BeyonceLand: Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal http&#8230;,NOT
RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb,HOF
My po heart still beatin fast da way dat nigger scream into dat microphone. I felt like I be at da welfare office and cut da line,HOF
"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",NOT
Peyton Manning is a goon fuck Eli's pussy ass,HOF
"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",NOT
"I'mma go with #6.

Cuz them Scream bitches STAYED getting knocked over an shit. Fuck them pussies. Without surprise they shitty.",HOF
RT @___bria: I hate a bitch that acts like she can't be single. Get your I need a man ass on,HOF
RT @Oz_lito: @1stBlocJeremiah Ctfu hell yea yo bitch ever got out?,HOF
RT @girlposts: i hate when netflix stop &amp; asks if im still watchin like yes u think i got up &amp; started doin somethin with my life bitch put&#8230;,HOF
@FlyoutChase @Harold_Major LMFAOOOO if that bitch didn't change his @ so much I could find more,HOF
This bitch on Maury got 11 baby daddy's!,HOF
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",NOT
"RT @elchavaloko: @UntouchableVick @staycoolwheels yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;",HOF
RT @CNNMoney: Breathe easy: Twinkies due back on shelves by summer http://t.co/pFLaTel2Sx,NOT
.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?,NOT
Only for one reason cause a bitch wont go gay . If your name nt smurf . I see noone,HOF
@espinosa_32 pussy pussy pussy,HOF
Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes,HOF
Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin,NOT
@MeekMill u really got these coons out here dreaming,HOF
Took .1 of Molly (gonna die) #pussy #ass #bitch,HOF
Big G-Day s/o to @MauricePrice17 #FreeBoosie nicca lol!!!!!,HOF
You just salty you ugly and white RT @JayWiz614: @ItsNotHarold they all some hoes,HOF
"I like being teased, dont give me the pussy too fast",HOF
@Miseducated411: Your mind is free and your soul. satan will present to u in his kingdom the things that mock u. Stay strong in Yahshua...,NOT
@jenlanaex3 he scared of pussy,HOF
Hold up women leaving good men for some quotes they seen a nigga with no girl post on Instagram that he copied on google...u hoes crazy &#9996;&#65039;&#9996;&#65039;,HOF
"' I guess a niggah just believe in ya that's proof for ya , can name a lot of things any other man wont do for ya... http://t.co/OTvw1vlDPY",HOF
Let him fuck his side hoes in peace smh RT @Morganbaileyyy: wish my boyfriend would respond to my texts :(,HOF
Where ya titties lil bitch?,HOF
@delaylay_messy i rap that and her part of Problem 24/7 cause I'm a bad bitch,HOF
@SteveStockmanTX you teabagger dunces want to eliminate education all together so you can groom more teabag voters. Lol.#thedumbestteabagger,HOF
RT @LameAssNerd: Braxton Curti a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,HOF
RT @austdun: bitch we them boys,HOF
U corn fly then bitch when it has no seeds and its lime green with full of Crystal all over,HOF
@youngscooter ghetto gold needa be the first music vid!,NOT
I need a Spanish WOMAN. They don't have ghetto names. They can cook. They down with u till the casket and they curvy.,NOT
"@gusandrews HEY! I'M still on LambdaMOO. (and it really is empty, nobody to talk to except that asshole bird...)",HOF
Grant bitches more than a 14 year old white bitch,HOF
"Close your eyes and let the world paint a thousand pictures, one good girl is worth a thousand bitches...",HOF
"Tilt my chin back, slit my throat, take a bath in my blood, get to know me",NOT
&#8220;@Garricka_: Ima just block you hoes out!&#8221;or block em either one lol,HOF
"&#8220;@Jay050709: Liking all my pictures to get a follow ass bitches &#128514;&#128514;""&#128557;&#128557;&#128557;",HOF
RT @cecetooshort_: wait.. why do niggas get to fw they exe's friend but when girls fw her exes friend she a hoe? lol,HOF
RT @LifeAsKing: Lawd!!! Twitter will humble the fuck out of a hoe so quick,HOF
Why are there so many hoes?,HOF
"RT @DabGodBaby: But only BBC, the American version is trash",NOT
Chris bosh made danny green his bitch last night,HOF
"So if I had dreads, tattoos AND a beard Id get all the bitches??",HOF
"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker",HOF
"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19",NOT
RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;,HOF
@edouglas528 That would be your Yankees Earl....we all know they should win all 162,NOT
Know that the bad bitch got ittt &#128553;&#127908;,HOF
It's only 9:12 AM here but I'm about to pour up some pineapple ciroc &amp; blast this Future mixtape at maximum levels because bitch Im in Vegas,HOF
&#8220;@MeCause1mRae: A lot of you males need to dress up as real men for Halloween since y'all be acting like bitches all year.&#8221; &#128514;&#128588;,HOF
@Caroline_Poe bitch im 17? And i didnt follow you..? Hahaha,HOF
Chris Brown get bitches bruh lmao,HOF
@holyh00ker he looks like a pretty dyke&#128129;&#10024;,HOF
RT @odotkay: Mother's Day is n 16 mins. Y'all bitches picked y'all kids up from yo mama house so u can have 24hrs of custody n Instagram p&#8230;,HOF
Then I hit that bitch like a free throw !,HOF
"Hoes gon' be hoes, let them be.",HOF
"RT @LOHANTHONY: lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",HOF
Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,NOT
@__MotoMoto you a real bitch for that,HOF
Steve McNair got murdered by his side bitch man life is crazy,HOF
@Wagz This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well,NOT
RT @Neiman_MARKus: I give a shoutout to these bitches b/c they hustlas too &#128076;&#128184;&#128181;,HOF
RT @DanielBiltmore: Basic bitches &gt; basic cable,HOF
RT @Luke_Grossman52: That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;,NOT
RT @MirrorWeirdNews: Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http://t.co/cwc0b0Z9PB http&#8230;,NOT
This bitch slow playin like the fuckkk,HOF
"@TheBlondeBetch WHOA sorry for the spell check error, its not ho it was hey so sorry",NOT
Yo bitch choosin just let her http://t.co/zg6X4gDyRZ,HOF
@_lostb0y I meant bitch I am scum,HOF
@chelsiielynn &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch,HOF
@boxingscene nobody is ever gonna take this ass clown serious again what a lil bitch,HOF
RT @Ciara_LisaaRoss: cant no bitch make me mad over a nigga i already had,HOF
Who told this midget hoe to start stripping,HOF
Ya bitches dumb as fuck for the felon.,HOF
"We got gin, mad blunts and bitches sucking dick",HOF
"RT @HuhWhatsACondom: Fam... &#8220;@SuLuNatDigga: You a faggot for kicking a field goal RT @DeionGottaSTFU: just got beat 44 to 3 in Madden""&#8221;",HOF
RT @madisonbeck143: bitch you guessed it!,HOF
@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil bitch. Kay bye(:,HOF
Light skin girls is the biggest hoes?,HOF
RT @RhineRunIt: Henny &amp; hoes. RT @TiFFANY_P0RSCHE: Peace &amp; tranquillity &#8220;@daddykn0wsbest: If you were a Greek Mythical God&#8230;what would u be &#8230;,HOF
"@NYRKelsMads @DArkMEATHOOK 
Dat colored guy be braisin",HOF
You a hoe.,HOF
Ebola sounds like a hood hoe,HOF
RT @velweb: Thank you One-A-Day for making your vitamins the size of a fucking Twinkie. I love giving myself the heimlich maneuver every mo&#8230;,HOF
These bitches really love soda out here,HOF
"What ppl expect, august aslina is a nig from New Orleans",HOF
It's still Spring bitch,HOF
Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq,NOT
@soundtracktoKy these hoe ass niggas ain't get nobody in free agency.,HOF
Cute buff guy walked in and then he opened his mouth and he was a flipping retard &#128529;&#128530;,HOF
@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,NOT
Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,NOT
First game first play. DAT can fuck my bitch,HOF
RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK,HOF
RT @ClassClownKJL: Those 2014 NBA All Star Jerseys look retarded...They look like the combo of a NFL jersey &amp; a FUBU jersey,HOF
@gabbella03 rt something else from another bitch in panties about love I swear,HOF
Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.,HOF
&#8220;@TrillVanillaaa: I feel like twerking &#128514;&#128514;&#8221; This is why yo pussy stank &#128581;,HOF
@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,HOF
"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol",NOT
"Jindal seemed to be having an out-of-body experience enhanced by special brownies
http://t.co/W0cyEcqKLo
Bj Up and At 'Em
#stribpol #mngop",NOT
I don't believe in that frenemies shit who Wats to have a bitch like dat with u all the time,HOF
"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",HOF
RT @Knae__: .I'm a &#128170; lil bitch,HOF
"&#128514; Gucci b having me on my rude shit&#8220;@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"&#8221;",HOF
"Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out",HOF
@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,NOT
Me and my big ol titty bitch @saverearose http://t.co/hGmdurJFYT,HOF
RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,NOT
"&#8220;@LODMTPAPI: Clingy girlfriends are the best &#128175;&#10084;&#65039;&#128553;&#128143; http://t.co/Dt9nua4u7A&#8221;

Stop lying to these hoes bro.. That shit annoying",HOF
&#8220;@waymoflydenu If you do tax fraud you bet not dare tweet about voting bitch&#8221;all of them tweeting they don't do politics,HOF
I done hit bout 6 threes out this bitch,HOF
Lamar Odom is such a little bitch. It's pathetic.,HOF
1wayhustle come get signed bitch we self paid.,HOF
&#8220;@aerinblazin: I'm 2 much for these niggas and 3 much for these hoes &#128129;&#8221;,HOF
Actually I'm gonna have @debmuhfknvera train her to be a fag. Don't you dare bring a boy into my house you slut.You scissor like a good girl,HOF
"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life",NOT
RT @joytooawesome: @gorgeouss_kee @vintage_monroe_ bitch nooooo ! Kim been mine you dreaming,HOF
@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :),HOF
"Yo bitch all over me, I ain't make no commitment",HOF
Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,HOF
Get on your mutha fucking shit hoe.,HOF
RT @1stblocklokee: The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&#8230;,HOF
@Linnlondon1 I want some clams on the half shell :-) http://t.co/uFCAjNNQTZ,NOT
Get the fuck over yourself fag. You're an undercover hooker and actually use weave cause you're balding. You are NOT cute.,HOF
"all these beautiful bitches, sucha beautiful thing",HOF
"RT @desusnice: ""In 2014 you tweeted that Migos were trash. Care to explain?"" - 2064 Supreme Court Confirmation Hearing",NOT
RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;,NOT
Life ain't shit but bitches &amp; money,HOF
RT @ChivasGee: Fuck up you swole fag,HOF
"Messi is thinking , ""Ronaldo is such a bitch, couldn't even make it out his group"" ahaaaaa",HOF
RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,HOF
@RihannaHasAids I had free tickets and couldn't go because I had chemistry ain't that a bitch,HOF
Haha Tanaka went Yankee. So sorry Bums!,HOF
RT @D_Sidbury_: &#8220;@WSFights: if the purge come to my city ima be like http://t.co/NDM5dysLcf&#8221;&#128514;&#128557;&#128514;&#128514;this bitch is active as shit! &#128514;&#128557;&#128514;&#128514;,HOF
@Fru_Iam I seen sum of it but I'm tryin see lox n mook,NOT
@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,NOT
@MahNameIsJared be my guest. I want to be a bird I think,NOT
@LaneBelgarde @A7XDemery you Sick bitch didnt even invite me,HOF
"RT @JReynolds_: You got niggas, and I got bitches, but I want you. -PND",HOF
RT @kevnasto: I would rather fuck a fat chick than allow a nigger into my house.,HOF
Every Psychology class has that annoying cunt who relates everything to herself just bc she has ADD and her parents got divorced #NoOneCares,HOF
Okay don't reply then I didn't want you to anyways bitch,HOF
If you one of my hoes .... make yourself known,HOF
"RT @MoDroJoJo: ""@basedamERICan: ""Ayo take this pic for me fam""

""You think the bitches gon fuck with this pic?"" http://t.co/dTtZPLIpkm"" LMA&#8230;",HOF
RT @FREECEV: bitch get off twitter and text me back I love u,HOF
@maliktender gayer then 2 faggots in bed together&#128129;,HOF
Can't stand that faggot.,HOF
RT @LaquishaBae: Racist white cops arresting blacks again. Can't wait till black cops arrest whities then hear them bitch. #Fastfoodstrike,HOF
The last time your pussy was salmon pink was. ....,HOF
"Kayci and I greet each other by saying ""hey cunt"" like it makes me lol",HOF
"Hold up lebron ain't at dwade wedding if he got uninvited for leaving Miami that's some hoe shit, see y'all so quick to call some1 brother",HOF
RT @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy that's why&#8221; exactly. Let me @ the nigga @RyanMattheww7 were talking about &#8230;,HOF
RT @BCniggas: I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,HOF
RT @iEatLightSkins_: Get a girl with good hair . U don't want a bitch that got nappy ass hair . Yo kids gone end up having bb's nigga &#128514;&#128514;&#128514;&#128514;,HOF
That night cap nonsense is for the birds.!,NOT
RT @_daijak: i tell you ANYTHING on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r&#8230;,HOF
#FreshmanAdvice and if you ain't a hoe get up out my traphouseeeeeeee,HOF
"RT @JareerKassis: If there was an invisible celestial judge who killed those who spew hate on Palestinians, celebrities &amp; politicians would&#8230;",HOF
"""Yo feet smell like my puss"" &#128514;&#128557; Whut ? ""Like flowers bitch"" &#128514;&#128557;&#9995;&#128553; omg",HOF
RT @TheBOMBshellll: @vivalaleexx you a bitch!,HOF
@wellheeledking old raglyscrag. me and that bitch been places.,HOF
That hoe ask what time it is it's 10:17,HOF
Both but that was the old me lol RT @KandyYAMMSZ U be havin bitches on deck for the sex or it's a new joint every time?,HOF
@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,HOF
This reminds me of another quality video lol. He ain't fittin to front for these peckerwoods! http://t.co/AYpwHr0J62,NOT
"RT @CauseWereGuys: Freeze bitch, I'm gonna steal your heart http://t.co/zKSYUwV8QV",HOF
"-Can I help you?
-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?",NOT
Talking shit like a hoe about huh so like a man ima murk you wen I see you,HOF
I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo,HOF
RT @Murica_FuckYea: City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https://t.co/VVIT8HP40t,HOF
RT @HiImAnAsshole: @dustine82394 @Victoria_Finae @Jammer9Hunna @scary_jumanji8 low key miss you bitches&#128517;,HOF
This just in: don't trust these hoes http://t.co/chyD7jrGxy,HOF
@Andreaa_olvera prego bitch,HOF
Hey @Yankees fans is this a good score ? #lookingformore http://t.co/HLQAl7cIGf,NOT
wack bitches make me curve them,HOF
A Yankee win makes any day better.,NOT
RT @HBCUfessions: track girls have the best pussy!!! - Bethune-Cookman,HOF
@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;,NOT
@youknowmaxwell @CiscoAllDay name that hoe (I'm 6'1) on my license tho,HOF
"niggas need to learn to ride for there homies, not for the crew hoes smfh.",HOF
Hoes gone be hoes. #DontBeMad,HOF
@noma2300 bitch fuck you &amp; your dad.,HOF
We are back bitches! @vnpacheco21 @xoxoclaire_ @treyhunter_ @Medgmon @delaney_jade @sean_steezy @alexistiefa,HOF
RT @lildurk_: I need a loyal bitch not no goofy bitch,HOF
"#NP ""Centuries"" ~FOB",NOT
"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol.",HOF
RT @YaboySkeete: This bitch slow lmaoooooo http://t.co/oPmDp5RgLV,HOF
if anyone reviews a 5 game loan player you are a cunt shouldnt be doing 5 game reviews especially at the start of FIFA,HOF
RT @Torriable: I want to leave but he said he was going to eat my pussy - now I'm afraid to go and leave my cat alone with him,HOF
if ur girl watch Snapped in front of u she trying to spook u!!!,NOT
RT @LilReese300: @trippygalll dats how u drop it dum ho ask about me b4 yu jump on my dick ho or reed about me yu cluck ass Thot,HOF
"RT @YoungCoke__: ""@1stBlocJeremiah: @1stBlock_Rody yu ah hoe""lmfao,",HOF
Not a word on Jihadi stream about the Kurdish female suicide bomber in Kobane. That story undermines their mythology on several levels.,NOT
@Yankees team sucks,NOT
@longbongchris I don't see how ud get pussy when u yourself are a pussy.,HOF
@karlina_marie your pussy not mine &#128514; do you &#128526;,HOF
You not playing me bitch I know wassup,HOF
@sarahVICwood im going to murder that fucking cunt,HOF
"Britt attitude be for no reason , bitch mad at breakfast &#128514;&#128514;",HOF
RT @RussBrandon: Thanks to Mr Wilson for passing along this tremendous responsibility. My sole focus is to empower our leadership to bui ...,NOT
@CandiElissa @twitRless_kb @ElissaReillyS @HelenKimFitz76 elissa is such a fake cunt,HOF
"thats top off, pop off, im with my dogs like stewie griffin, bitches hear me they be like ooh he rippin",HOF
